user_id,customer_id,gender,senior_citizen,partner,dependents,signup_date,country,industry,company_size,acquisition_channel,device_type
2712,0431-APWVY,Female,0,Yes,Yes,2023-09-13,Canada,Manufacturing,Startup,LinkedIn,Tablet
2713,5133-VRSAB,Male,0,No,No,2025-05-05,United States,Healthcare,Startup,Organic Search,Desktop
2714,5996-DAOQL,Male,0,No,No,2025-12-01,United States,Finance,Startup,Organic Search,Desktop
2715,6838-YAUVY,Female,0,No,No,2021-07-25,United States,Finance,SMB,Referral,Desktop
2716,0484-JPBRU,Male,0,No,No,2022-08-19,United States,Manufacturing,Startup,Google Ads,Tablet
2717,7883-ROJOC,Female,0,Yes,No,2024-06-09,United Kingdom,Manufacturing,Startup,Partner,Desktop
2718,0244-LGNFY,Female,0,Yes,Yes,2020-02-01,Australia,Retail,SMB,Organic Search,Desktop
2719,7274-CGTOD,Male,0,No,No,2020-11-27,India,Manufacturing,Startup,LinkedIn,Desktop
2720,4295-YURET,Female,1,Yes,Yes,2021-05-26,United States,Healthcare,SMB,,Desktop
2721,3426-NIYYL,Male,0,No,No,2024-10-07,India,Manufacturing,Enterprise,Email Campaign,Desktop
2722,8225-BTJAU,Male,1,No,No,2025-03-06,India,Education,SMB,Organic Search,Desktop
2723,4635-EJYPD,Male,0,Yes,Yes,2023-05-16,India,Healthcare,Mid-Market,Organic Search,Desktop
2724,1866-ZSLJM,Male,0,No,No,2024-04-10,Canada,Retail,Mid-Market,Partner,Desktop
2725,4636-TVXVG,Male,0,Yes,Yes,2020-11-27,United States,Education,Startup,,Mobile
2726,4236-UJPWO,Female,0,No,No,2025-11-01,United States,Education,Startup,Referral,Tablet
2727,9392-XBGTD,Male,0,No,Yes,2023-10-13,United States,Finance,Startup,Google Ads,Desktop
2728,3387-VATUS,Male,0,No,No,2025-08-03,United States,Healthcare,Startup,Referral,Mobile
2729,6402-SSEJG,Female,0,No,No,2023-12-12,United States,Education,SMB,LinkedIn,Mobile
2730,1143-NMNQJ,Female,0,No,No,2025-11-01,Canada,Retail,Enterprise,Partner,Desktop
2731,1169-SAOCL,Male,0,No,No,2021-12-22,Germany,Finance,Enterprise,Organic Search,Desktop
2732,1110-KYLGQ,Female,0,No,No,2020-10-28,Canada,Education,Startup,Referral,Mobile
2733,9929-PLVPA,Female,0,No,Yes,2025-09-02,United States,Healthcare,Enterprise,Google Ads,Desktop
2734,3518-PZXZQ,Female,0,Yes,No,2025-12-01,Australia,Finance,Startup,LinkedIn,Mobile
2735,2371-JUNGC,Male,0,No,No,2025-02-04,Australia,Healthcare,Mid-Market,Referral,Desktop
2736,7693-QPEFS,Male,1,No,No,2021-09-23,India,Healthcare,Startup,Organic Search,Desktop
2737,0924-BJCRC,Female,1,Yes,No,2021-01-26,Australia,Healthcare,Startup,Google Ads,Mobile
2738,5074-FBGHB,Male,0,No,No,2020-09-28,Canada,Finance,SMB,Organic Search,Mobile
2739,2351-BKRZW,Female,0,Yes,Yes,2022-06-20,Australia,Education,Mid-Market,Organic Search,Tablet
2740,4455-BFSPD,Female,0,Yes,No,2020-12-27,United States,Manufacturing,Startup,,Mobile
2741,0415-MOSGF,Female,0,No,No,2025-12-01,United States,Technology,Startup,Google Ads,Desktop
2742,1724-BQUHA,Male,1,No,No,2025-08-03,United States,Education,Enterprise,Email Campaign,Mobile
2743,3948-KXDUF,Male,0,No,No,2020-07-30,United States,Finance,Enterprise,,Mobile
2744,2323-ARSVR,Male,0,Yes,No,2020-06-30,United States,Technology,Startup,Google Ads,Mobile
2745,0815-MFZGM,Female,0,Yes,No,2022-07-20,United Kingdom,Technology,Mid-Market,Organic Search,Desktop
2746,4826-XTSOH,Male,1,Yes,No,2025-12-01,India,Technology,Startup,Referral,Desktop
2747,5480-XTFFL,Female,0,Yes,Yes,2023-06-15,United Kingdom,Manufacturing,SMB,Referral,Tablet
2748,8295-FHIVV,Male,0,No,No,2025-06-04,United States,Retail,SMB,Google Ads,Mobile
2749,2495-INZWQ,Male,0,No,No,2025-09-02,India,Finance,SMB,LinkedIn,Desktop
2750,9086-YJYXS,Male,0,Yes,Yes,2023-03-17,United Kingdom,Manufacturing,SMB,Email Campaign,Desktop
2751,1179-INLAT,Male,0,No,No,2025-10-02,United States,Manufacturing,SMB,Referral,Mobile
2752,7909-FIOIY,Female,0,Yes,Yes,2024-06-09,Germany,Retail,SMB,LinkedIn,
2753,4139-SUGLD,Male,0,Yes,Yes,2023-06-15,United States,Technology,Mid-Market,Email Campaign,Desktop
2754,6857-VWJDT,Female,0,No,No,2025-12-01,United States,Retail,Mid-Market,Referral,Mobile
2755,6351-SCJKT,Male,0,No,No,2025-10-02,Australia,Retail,SMB,Email Campaign,Mobile
2756,5468-BPMMO,Male,0,Yes,No,2022-03-22,United States,Manufacturing,Startup,Partner,Desktop
2757,5624-BQSSA,Female,0,No,No,2025-12-01,Canada,Finance,SMB,Organic Search,Mobile
2758,0197-PNKNK,Female,0,Yes,Yes,2020-05-01,India,Healthcare,Mid-Market,Google Ads,Mobile
2759,2439-QKJUL,Male,0,No,No,2025-08-03,Germany,Retail,SMB,Referral,Mobile
2760,1194-SPVSP,Male,0,No,No,2025-12-01,United States,Retail,SMB,Referral,Desktop
2761,9534-NSXEM,Male,0,No,No,2023-11-12,United States,Technology,Startup,Organic Search,Desktop
2762,2408-WITXK,Female,1,No,No,2025-03-06,United States,Technology,SMB,Referral,Desktop
2763,8929-KSWIH,Male,0,No,No,2023-12-12,United Kingdom,Manufacturing,Startup,Referral,
2764,2250-IVBWA,Male,0,Yes,Yes,2020-09-28,United States,Technology,Enterprise,Partner,Desktop
2765,1810-MVMAI,Male,0,Yes,Yes,2023-07-15,United States,Education,SMB,Referral,Desktop
2766,9506-UXUSK,Male,0,No,No,2024-12-06,Australia,Retail,Startup,Referral,Desktop
2767,1229-RCALF,Female,0,Yes,No,2020-09-28,Canada,Technology,SMB,Referral,Desktop
2768,3572-UOLYZ,Female,0,No,Yes,2022-03-22,United States,Finance,Mid-Market,LinkedIn,Desktop
2769,1429-UYJSV,Female,0,No,No,2025-01-05,Canada,Education,Startup,Referral,Desktop
2770,5577-OTWWW,Female,0,No,No,2024-10-07,Germany,Manufacturing,SMB,Organic Search,Mobile
2771,6100-QQHEB,Male,0,Yes,Yes,2024-08-08,United States,Healthcare,SMB,Partner,Desktop
2772,6366-XIVKZ,Female,0,Yes,Yes,2024-12-06,United States,Retail,Mid-Market,Referral,Desktop
2773,3470-OBUET,Female,0,Yes,Yes,2020-06-30,India,Retail,Startup,Email Campaign,
2774,2770-NSVDG,Male,0,Yes,No,2024-01-11,Canada,Finance,SMB,Partner,Mobile
2775,9375-MHRRS,Male,0,No,No,2025-07-04,Canada,Healthcare,Enterprise,Partner,Desktop
2776,2634-HCZGT,Male,1,Yes,No,2021-08-24,United States,Healthcare,Enterprise,Email Campaign,Tablet
2777,7503-QQRVF,Male,1,Yes,No,2024-09-07,United States,Manufacturing,SMB,Organic Search,Mobile
2778,4860-YZGZM,Male,0,No,No,2025-03-06,United States,Manufacturing,Enterprise,LinkedIn,Desktop
2779,6599-GZWCM,Female,0,No,No,2024-12-06,United States,Education,SMB,Organic Search,Desktop
2780,2691-NZETQ,Male,0,No,No,2025-04-05,United States,Retail,SMB,LinkedIn,Mobile
2781,4404-HIBDJ,Female,0,No,No,2023-12-12,United States,Technology,SMB,Google Ads,Desktop
2782,5533-NHFRF,Male,1,No,No,2025-06-04,India,Manufacturing,Startup,,Desktop
2783,7037-MTYVW,Male,0,Yes,Yes,2022-11-17,Australia,Finance,SMB,Partner,Desktop
2784,4760-THGOT,Female,0,Yes,No,2022-06-20,India,Finance,SMB,Partner,Tablet
2785,7295-JOMMD,Female,0,No,Yes,2025-09-02,India,Finance,Mid-Market,Partner,
2786,4016-BJKTZ,Female,0,No,No,2023-12-12,United States,Manufacturing,Mid-Market,Email Campaign,Desktop
2787,6584-VQMYT,Male,0,No,Yes,2023-10-13,Australia,Manufacturing,SMB,Email Campaign,Desktop
2788,9838-BFCQT,Male,0,Yes,Yes,2020-02-01,United States,Finance,Startup,LinkedIn,Mobile
2789,2790-XUYMV,Male,0,No,Yes,2020-03-02,Australia,Manufacturing,Startup,Partner,Mobile
2790,0581-MDMPW,Female,0,No,No,2024-01-11,Australia,Technology,Startup,Organic Search,Desktop
2791,5013-SBUIH,Female,0,No,No,2021-11-22,Germany,Technology,SMB,LinkedIn,Mobile
2792,1023-BQXZE,Male,0,No,No,2021-04-26,Australia,Education,Startup,Partner,Desktop
2793,9163-GHAYE,Female,0,No,No,2024-10-07,United Kingdom,Retail,SMB,Email Campaign,Mobile
2794,3904-UKFRE,Male,0,No,No,2025-09-02,United States,Technology,SMB,Email Campaign,
2795,5353-WILCI,Female,0,No,No,2023-09-13,United States,Education,Mid-Market,Email Campaign,Mobile
2796,0709-TVGUR,Female,1,No,No,2025-04-05,United Kingdom,Healthcare,Mid-Market,Partner,Mobile
2797,0058-EVZWM,Female,0,Yes,No,2021-06-25,United States,Retail,SMB,Email Campaign,Mobile
2798,6023-YEBUP,Male,0,No,No,2025-10-02,United Kingdom,Technology,Startup,Google Ads,Desktop
2799,7209-JCUDS,Male,0,No,No,2025-03-06,Australia,Healthcare,SMB,Email Campaign,Mobile
2800,7009-PCARS,Male,0,No,Yes,2021-06-25,United States,Education,Startup,Partner,Desktop
2801,0519-DRGTI,Female,0,Yes,Yes,2024-05-10,India,Technology,Startup,LinkedIn,Tablet
2802,1017-FBQMM,Female,0,Yes,Yes,2020-11-27,Australia,Technology,Startup,Email Campaign,Desktop
2803,3001-CBHLQ,Male,1,Yes,No,2023-05-16,Australia,Manufacturing,Startup,Referral,Mobile
2804,1985-MBRYP,Female,0,No,No,2022-06-20,Australia,Healthcare,Startup,Google Ads,Desktop
2805,6158-DWPZT,Male,0,Yes,No,2025-04-05,Canada,Technology,Startup,Partner,Desktop
2806,9372-TXXPS,Female,0,Yes,No,2021-01-26,Australia,Finance,Startup,Email Campaign,Desktop
2807,3259-QMXUN,Male,0,Yes,No,2021-03-27,India,Manufacturing,SMB,Referral,Desktop
2808,1015-JPFYW,Male,0,No,Yes,2025-06-04,United States,Manufacturing,Enterprise,Partner,Desktop
2809,6645-MXQJT,Male,0,Yes,Yes,2025-11-01,Canada,Technology,Mid-Market,LinkedIn,Desktop
2810,4360-QRAVE,Male,1,No,No,2022-12-17,Germany,Manufacturing,Startup,Google Ads,Desktop
2811,8433-WPJTV,Female,1,Yes,Yes,2020-08-29,United States,Retail,SMB,Email Campaign,Mobile
2812,5804-JMYIO,Female,0,Yes,Yes,2022-10-18,United Kingdom,Healthcare,Mid-Market,LinkedIn,Desktop
2813,3763-GCZHZ,Male,0,Yes,No,2020-07-30,Germany,Retail,Startup,Partner,Mobile
2814,6484-LATFU,Male,0,No,No,2020-05-31,United States,Education,Mid-Market,Referral,Mobile
2815,7599-NTMDP,Female,0,Yes,Yes,2020-11-27,United Kingdom,Retail,SMB,Partner,Mobile
2816,0772-GYEQQ,Male,0,No,No,2025-10-02,India,Finance,Enterprise,Partner,Desktop
2817,0536-ACXIP,Female,0,Yes,No,2020-02-01,Canada,Manufacturing,Mid-Market,Google Ads,Desktop
2818,0936-NQLJU,Female,0,Yes,No,2022-08-19,United States,Manufacturing,SMB,Email Campaign,Mobile
2819,4831-EOBFE,Male,0,Yes,Yes,2023-08-14,United States,Finance,SMB,LinkedIn,Mobile
2820,1575-KRZZE,Female,0,No,No,2025-09-02,United States,Manufacturing,Startup,Google Ads,Mobile
2821,3251-YMVWZ,Male,0,No,No,2021-08-24,Australia,Retail,Startup,Referral,Mobile
2822,4102-OQUPX,Male,1,Yes,No,2025-12-01,United States,Education,SMB,Email Campaign,Mobile
2823,9170-GYZJC,Female,0,Yes,Yes,2022-08-19,United Kingdom,Technology,Startup,,Desktop
2824,4884-LEVMQ,Male,0,Yes,No,2022-10-18,United States,Finance,Startup,Referral,Mobile
2825,8857-CUPFQ,Male,0,Yes,No,2020-10-28,United States,Retail,Startup,Referral,Mobile
2826,7610-TVOPG,Male,0,No,No,2024-10-07,India,Retail,Mid-Market,,Desktop
2827,3638-DIMPH,Female,0,Yes,No,2024-12-06,Germany,Retail,Startup,Partner,Desktop
2828,1845-ZLLIG,Male,0,No,No,2025-12-01,United States,Technology,Startup,Referral,Mobile
2829,8559-WNQZS,Male,0,No,No,2025-12-01,United States,Healthcare,SMB,Referral,Mobile
2830,3999-QGRJH,Male,1,No,No,2025-05-05,United States,Manufacturing,SMB,Partner,Tablet
2831,1699-UOTXU,Male,0,No,No,2021-01-26,Canada,Manufacturing,Startup,Organic Search,Desktop
2832,2454-RPBRZ,Female,1,Yes,No,2025-01-05,Germany,Education,Enterprise,Referral,Mobile
2833,0635-WKOLD,Male,0,Yes,No,2022-09-18,United States,Healthcare,SMB,Email Campaign,Mobile
2834,5993-JSUWV,Female,0,No,No,2020-07-30,United States,Manufacturing,SMB,Google Ads,Mobile
2835,4518-FZBSX,Male,0,Yes,Yes,2022-07-20,United States,Education,Startup,Partner,Desktop
2836,5387-ASZNZ,Female,1,No,No,2020-07-30,Australia,Education,SMB,Partner,Desktop
2837,6988-CJEYV,Male,0,No,No,2021-12-22,Australia,Retail,Mid-Market,Partner,Mobile
2838,2002-MZHWP,Female,0,No,No,2025-12-01,United States,Finance,Startup,Email Campaign,Desktop
2839,3097-FQTVJ,Female,0,No,No,2022-08-19,India,Retail,SMB,Partner,
2840,5465-BUBFA,Female,0,Yes,Yes,2022-08-19,United States,Technology,Startup,,Desktop
2841,7299-GNVPL,Female,0,Yes,Yes,2024-02-10,United States,Manufacturing,Enterprise,LinkedIn,Mobile
2842,9743-DQKQW,Male,0,No,No,2025-10-02,India,Education,Startup,Organic Search,Desktop
2843,1215-VFYVK,Female,0,No,No,2025-09-02,Australia,Finance,Mid-Market,Partner,
2844,9371-BITHB,Female,0,Yes,Yes,2021-09-23,Australia,Manufacturing,Startup,Organic Search,Mobile
2845,2265-CYWIV,Female,1,Yes,No,2025-09-02,United Kingdom,Education,SMB,Partner,Desktop
2846,9093-FPDLG,Female,0,No,No,2025-02-04,United States,Education,SMB,Email Campaign,Mobile
2847,0541-FITGH,Female,0,Yes,No,2025-11-01,India,Retail,Startup,Google Ads,Desktop
2848,6985-HAYWX,Female,0,Yes,No,2023-11-12,United States,Finance,SMB,Organic Search,Mobile
2849,7508-KBIMB,Male,0,Yes,Yes,2024-01-11,United Kingdom,Finance,Startup,Organic Search,Desktop
2850,6838-HVLXG,Female,0,No,No,2025-01-05,United States,Manufacturing,Startup,Email Campaign,Desktop
2851,2277-DJJDL,Male,1,Yes,No,2021-01-26,Germany,Education,Mid-Market,Organic Search,Desktop
2852,1897-OKVMW,Female,0,Yes,Yes,2020-09-28,United States,Finance,Startup,LinkedIn,Mobile
2853,5485-ITNPC,Male,0,Yes,No,2020-07-30,United States,Finance,SMB,Email Campaign,Desktop
2854,0233-FTHAV,Female,0,No,No,2021-01-26,Australia,Manufacturing,Startup,Organic Search,Desktop
2855,4644-PIZRT,Male,0,Yes,Yes,2024-08-08,United States,Retail,Startup,Organic Search,Mobile
2856,8922-NPKBJ,Male,0,Yes,Yes,2022-07-20,Canada,Healthcare,SMB,Organic Search,Desktop
2857,2740-TVLFN,Male,0,No,No,2025-12-01,United States,Technology,SMB,Email Campaign,Mobile
2858,7771-CFQRQ,Female,0,Yes,Yes,2022-02-20,United States,Healthcare,Startup,Google Ads,Mobile
2859,9512-PHSMG,Female,0,Yes,No,2025-03-06,United States,Finance,SMB,Referral,Desktop
2860,6963-EZQEE,Male,1,Yes,No,2020-04-01,United States,Education,Startup,Partner,Desktop
2861,2452-KDRRH,Male,1,No,No,2020-06-30,India,Technology,Mid-Market,Organic Search,Mobile
2862,2004-OCQXK,Female,0,No,No,2025-12-01,United States,Technology,Startup,,Desktop
2863,5027-QPKTE,Male,0,Yes,No,2025-06-04,Australia,Education,Startup,Referral,Desktop
2864,4146-SVFUD,Male,0,No,No,2025-12-01,United Kingdom,Technology,Mid-Market,Organic Search,Mobile
2865,1564-HJUVY,Male,0,No,No,2025-09-02,United States,Education,Startup,Organic Search,Desktop
2866,3617-XLSGQ,Female,0,Yes,Yes,2020-07-30,United Kingdom,Technology,Startup,Partner,Desktop
2867,7517-LDMPS,Female,0,No,No,2025-01-05,Canada,Manufacturing,SMB,Referral,Desktop
2868,7244-KXYZN,Female,0,No,No,2024-01-11,India,Manufacturing,Mid-Market,Google Ads,Mobile
2869,5226-NOZFC,Male,0,No,No,2023-11-12,United States,Healthcare,Enterprise,Referral,Mobile
2870,2672-HUYVI,Female,0,No,No,2025-07-04,United States,Technology,Mid-Market,Google Ads,Mobile
2871,1400-WIVLL,Male,0,Yes,No,2021-04-26,India,Retail,SMB,LinkedIn,Tablet
2872,7508-MYBOG,Male,0,Yes,No,2024-11-06,Australia,Education,SMB,,Desktop
2873,8148-NLEGT,Female,0,Yes,Yes,2022-07-20,India,Technology,SMB,Partner,Desktop
2874,0148-DCDOS,Male,0,No,No,2023-12-12,United States,Manufacturing,Startup,Email Campaign,Desktop
2875,8347-GDTMP,Female,0,Yes,No,2020-09-28,India,Manufacturing,Enterprise,Organic Search,Desktop
2876,9992-RRAMN,Male,0,Yes,No,2024-03-11,Canada,Education,Startup,LinkedIn,Desktop
2877,6746-WAUWT,Male,0,No,No,2024-06-09,Canada,Retail,Startup,,Desktop
2878,0310-MVLET,Female,0,Yes,Yes,2020-12-27,United States,Technology,Mid-Market,Google Ads,Mobile
2879,0428-IKYCP,Male,0,Yes,No,2024-03-11,United Kingdom,Technology,Mid-Market,LinkedIn,Desktop
2880,4550-VBOFE,Male,1,Yes,No,2020-04-01,United States,Retail,Startup,Email Campaign,Mobile
2881,2187-PKZAY,Male,0,No,No,2025-01-05,United States,Retail,Startup,Google Ads,Desktop
2882,4003-OCTMP,Female,0,Yes,No,2023-06-15,India,Retail,SMB,Partner,Tablet
2883,6652-YFFJO,Female,0,No,No,2025-02-04,United States,Manufacturing,SMB,Referral,Mobile
2884,7225-IILWY,Male,0,Yes,Yes,2020-05-31,United States,Education,SMB,Referral,Mobile
2885,5248-RPYWW,Female,1,Yes,Yes,2020-02-01,United States,Retail,Startup,Google Ads,Mobile
2886,7923-IYJWY,Male,1,No,No,2020-06-30,Australia,Education,Enterprise,Email Campaign,Mobile
2887,3170-GWYKC,Female,0,No,No,2021-01-26,Canada,Healthcare,Startup,Organic Search,Desktop
2888,5696-QURRL,Male,0,No,No,2025-12-01,United States,Technology,SMB,,Desktop
2889,7409-KIUTL,Female,1,No,Yes,2025-12-01,India,Technology,SMB,Referral,Mobile
2890,9830-ECLEN,Male,0,Yes,Yes,2021-03-27,India,Finance,Startup,Email Campaign,Desktop
2891,1732-VHUBQ,Female,1,Yes,Yes,2022-02-20,United States,Healthcare,Startup,Referral,Desktop
2892,0495-RVCBF,Female,0,No,No,2025-12-01,Germany,Retail,Enterprise,Organic Search,Desktop
2893,2668-TZSPS,Male,0,No,No,2025-12-01,India,Retail,Mid-Market,Referral,Desktop
2894,7854-EDSSA,Male,0,No,No,2024-03-11,Germany,Manufacturing,Startup,Google Ads,Desktop
2895,8869-TORSS,Female,0,No,No,2022-01-21,United States,Healthcare,Mid-Market,Partner,Desktop
2896,7446-SFAOA,Female,0,Yes,No,2022-12-17,India,Retail,Startup,Google Ads,Desktop
2897,9522-ZSINC,Male,0,No,No,2024-12-06,Canada,Finance,SMB,,Desktop
2898,8234-GSZYK,Male,0,No,No,2022-06-20,United States,Education,Startup,Email Campaign,Desktop
2899,6505-OZNPG,Female,0,No,No,2025-07-04,United States,Technology,Mid-Market,,Mobile
2900,6164-HAQTX,Male,0,No,No,2020-03-02,United States,Healthcare,Startup,Email Campaign,Desktop
2901,0679-IDSTG,Female,1,Yes,Yes,2025-12-01,United States,Technology,SMB,Email Campaign,Tablet
2902,7765-LWVVH,Female,0,Yes,Yes,2020-02-01,India,Education,Mid-Market,Organic Search,Desktop
2903,1658-TJVOA,Female,1,No,No,2025-07-04,United States,Healthcare,Startup,LinkedIn,Mobile
2904,0953-LGOVU,Male,0,Yes,Yes,2025-01-05,United States,Education,SMB,LinkedIn,Desktop
2905,2115-BFTIW,Male,0,No,No,2023-12-12,Canada,Retail,Startup,Referral,Tablet
2906,4692-NNQRU,Female,0,Yes,No,2024-04-10,United States,Retail,SMB,LinkedIn,Desktop
2907,7742-MYPGI,Female,0,Yes,Yes,2025-07-04,Australia,Retail,Startup,Google Ads,Mobile
2908,0611-DFXKO,Male,0,Yes,No,2024-05-10,United States,Education,SMB,Partner,Desktop
2909,7780-OTDSO,Male,0,Yes,No,2024-07-09,United States,Education,Enterprise,Email Campaign,Mobile
2910,9619-GSATL,Female,0,No,No,2022-06-20,United States,Education,Startup,Referral,Desktop
2911,5622-UEJFI,Female,0,Yes,Yes,2023-02-15,United States,Technology,Startup,Email Campaign,Mobile
2912,9747-DDZOS,Female,0,No,No,2025-12-01,United States,Education,SMB,Organic Search,Mobile
2913,0674-DGMAQ,Male,1,Yes,No,2023-05-16,Germany,Retail,Mid-Market,,Tablet
2914,6203-HBZPA,Male,0,No,No,2021-09-23,Australia,Finance,Enterprise,Organic Search,Mobile
2915,0484-FFVBJ,Male,0,No,No,2023-05-16,United States,Education,Startup,Referral,Desktop
2916,0301-FIDRB,Female,0,Yes,Yes,2020-02-01,Germany,Finance,SMB,Partner,Desktop
2917,4139-JPIAM,Male,0,No,No,2021-10-23,Germany,Retail,Mid-Market,Google Ads,Mobile
2918,2181-TIDSV,Male,0,Yes,Yes,2020-05-31,India,Education,Mid-Market,LinkedIn,Desktop
2919,2761-XECQW,Male,1,Yes,No,2025-05-05,United States,Technology,SMB,,Mobile
2920,1936-CZAKF,Male,0,Yes,No,2021-12-22,United States,Technology,Startup,Partner,Desktop
2921,9453-PATOS,Female,0,Yes,No,2020-02-01,United States,Finance,Startup,LinkedIn,Desktop
2922,0564-JJHGS,Male,0,No,No,2025-04-05,Germany,Manufacturing,Startup,Email Campaign,Mobile
2923,3348-CFRNX,Female,0,Yes,No,2023-09-13,India,Technology,Enterprise,Google Ads,Desktop
2924,4402-FTBXC,Male,0,No,No,2021-07-25,United States,Technology,Startup,Partner,Mobile
2925,1428-GTBJJ,Male,0,No,No,2025-02-04,United States,Technology,SMB,LinkedIn,Desktop
2926,2931-XIQBR,Female,0,Yes,Yes,2021-11-22,Australia,Retail,SMB,Google Ads,Desktop
2927,0106-UGRDO,Female,0,Yes,No,2020-05-01,India,Technology,SMB,Partner,Tablet
2928,5542-TBBWB,Male,0,No,No,2025-12-01,Australia,Healthcare,SMB,Email Campaign,Desktop
2929,1930-QPBVZ,Male,0,Yes,Yes,2020-05-31,India,Education,SMB,Email Campaign,Mobile
2930,2606-PKWJB,Male,0,No,Yes,2022-09-18,United States,Technology,SMB,Organic Search,Desktop
2931,5322-ZSMZY,Male,0,Yes,Yes,2023-06-15,United Kingdom,Manufacturing,Startup,Referral,Mobile
2932,8059-UDZFY,Female,1,No,Yes,2023-04-16,Germany,Manufacturing,SMB,Organic Search,Desktop
2933,7740-BTPUX,Male,1,Yes,No,2021-06-25,United States,Technology,Mid-Market,Google Ads,Desktop
2934,5220-AGAAX,Male,0,Yes,Yes,2020-05-31,Canada,Technology,Enterprise,Organic Search,Desktop
2935,0208-BPQEJ,Female,0,Yes,Yes,2025-01-05,Germany,Healthcare,SMB,Partner,Desktop
2936,9435-JMLSX,Male,0,Yes,No,2020-03-02,United States,Technology,Mid-Market,LinkedIn,Tablet
2937,3352-ALMCK,Male,0,No,No,2022-09-18,India,Technology,SMB,Partner,Desktop
2938,5312-IRCFR,Female,0,Yes,Yes,2020-09-28,United Kingdom,Education,SMB,Organic Search,Mobile
2939,5294-IMHHT,Male,0,Yes,No,2021-08-24,Australia,Manufacturing,Enterprise,Referral,Desktop
2940,8802-UNOJF,Male,1,No,No,2025-01-05,United States,Healthcare,SMB,Partner,Desktop
2941,6313-GIDIT,Male,1,No,No,2021-08-24,United States,Manufacturing,Startup,Partner,Desktop
2942,6176-YJWAS,Male,0,Yes,No,2020-02-01,United Kingdom,Healthcare,Enterprise,Partner,Desktop
2943,5310-NOOVA,Male,0,No,No,2022-03-22,United States,Manufacturing,Mid-Market,Referral,Desktop
2944,4526-EXKKN,Male,0,No,No,2022-09-18,Germany,Technology,SMB,Partner,Desktop
2945,5311-IHLEI,Male,0,No,No,2025-01-05,India,Manufacturing,Enterprise,Google Ads,Mobile
2946,3987-KQDDU,Male,0,No,No,2025-04-05,United States,Manufacturing,Startup,Email Campaign,Desktop
2947,3404-JNXAX,Female,0,Yes,Yes,2021-10-23,Canada,Healthcare,SMB,Referral,Desktop
2948,5131-PONJI,Male,0,Yes,Yes,2021-12-22,Canada,Finance,SMB,Google Ads,Desktop
2949,2845-AFFTX,Male,1,Yes,No,2022-08-19,United States,Healthcare,Startup,Referral,
2950,3489-VSFRD,Female,0,No,No,2021-05-26,Australia,Healthcare,SMB,Referral,Desktop
2951,3345-JHUEO,Male,0,No,No,2025-09-02,India,Healthcare,Startup,Email Campaign,Tablet
2952,5815-HGGHV,Male,0,Yes,No,2024-05-10,Germany,Retail,Startup,LinkedIn,Desktop
2953,5260-UMPWX,Female,0,Yes,Yes,2023-11-12,Germany,Retail,SMB,Google Ads,Desktop
2954,2249-YPRNG,Female,0,Yes,Yes,2024-05-10,Canada,Retail,SMB,,Desktop
2955,7410-YTJIK,Female,0,No,No,2025-06-04,Australia,Healthcare,Startup,Referral,Desktop
2956,4626-GYCZP,Male,0,No,No,2025-06-04,Germany,Finance,Enterprise,Organic Search,Mobile
2957,5649-RXQTV,Male,0,No,No,2021-10-23,Germany,Healthcare,SMB,Partner,Desktop
2958,2674-MIAHT,Female,0,No,No,2025-09-02,India,Technology,Startup,LinkedIn,Desktop
2959,2576-HXMPA,Female,0,No,No,2025-12-01,United States,Finance,Startup,,Desktop
2960,7587-AOVVU,Male,0,Yes,Yes,2023-10-13,India,Retail,Mid-Market,Google Ads,Desktop
2961,5590-BYNII,Male,0,No,No,2024-03-11,United States,Manufacturing,SMB,Referral,Tablet
2962,6898-MDLZW,Male,0,No,No,2025-01-05,United States,Manufacturing,Startup,Partner,Mobile
2963,3237-AJGEH,Female,0,Yes,Yes,2025-10-02,United States,Education,Startup,Google Ads,Desktop
2964,4707-YNOQA,Female,0,Yes,Yes,2023-03-17,Australia,Finance,SMB,Email Campaign,Desktop
2965,9357-UJRUN,Male,0,Yes,No,2024-01-11,India,Retail,Startup,LinkedIn,Mobile
2966,1591-NFNLQ,Male,0,No,No,2021-10-23,Germany,Finance,SMB,Organic Search,Mobile
2967,8648-PFRMP,Female,1,No,No,2024-11-06,Germany,Finance,Enterprise,LinkedIn,Mobile
2968,7663-CUXZB,Male,0,Yes,No,2021-02-25,United Kingdom,Manufacturing,Startup,Organic Search,Desktop
2969,0258-NOKBL,Male,0,No,No,2025-10-02,Australia,Healthcare,Mid-Market,Google Ads,Desktop
2970,1163-VIPRI,Female,0,Yes,Yes,2020-08-29,Canada,Technology,Enterprise,LinkedIn,Mobile
2971,2815-CPTUL,Male,1,No,No,2025-08-03,United States,Education,Enterprise,LinkedIn,Desktop
2972,9348-ROUAI,Female,0,Yes,Yes,2021-02-25,United States,Retail,Enterprise,LinkedIn,Mobile
2973,9443-JUBUO,Male,0,Yes,Yes,2020-02-01,India,Finance,Mid-Market,Email Campaign,Desktop
2974,0596-BQCEQ,Female,0,Yes,Yes,2020-11-27,Germany,Education,SMB,Google Ads,Mobile
2975,1481-ZUWZA,Male,0,No,No,2023-09-13,United States,Finance,SMB,Organic Search,Desktop
2976,3043-TYBNO,Male,0,No,No,2025-10-02,United States,Manufacturing,SMB,LinkedIn,Desktop
