payment_id,subscription_id,payment_date,amount,payment_status,refund_flag
532816,104167,2024-01-01,79.0,Paid,False
532817,104167,2025-01-01,79.0,Paid,False
532818,104168,2024-01-01,79.0,Refunded,True
532819,104168,2025-01-01,79.0,Paid,False
532820,104169,2024-01-01,199.0,Paid,False
532821,104169,2025-01-01,199.0,Paid,False
532822,104170,2024-10-07,29.0,Paid,False
532823,104170,2024-11-07,29.0,Paid,False
532824,104170,2024-12-07,29.0,Paid,False
532825,104170,2025-01-07,29.0,Paid,False
532826,104170,2025-02-07,29.0,Paid,False
532827,104170,2025-03-07,29.0,Refunded,True
532828,104170,2025-04-07,29.0,Paid,False
532829,104170,2025-05-07,29.0,Paid,False
532830,104170,2025-06-07,29.0,Paid,False
532831,104170,2025-07-07,29.0,Paid,False
532832,104170,2025-08-07,29.0,Paid,False
532833,104170,2025-09-07,29.0,Paid,False
532834,104170,2025-10-07,29.0,Paid,False
532835,104170,2025-11-07,29.0,Paid,False
532836,104170,2025-12-07,29.0,Paid,False
532837,104171,2024-01-01,199.0,Paid,False
532838,104171,2025-01-01,199.0,Paid,False
532839,104172,2025-04-05,29.0,Paid,False
532840,104172,2025-05-05,29.0,Refunded,True
532841,104172,2025-06-05,29.0,Paid,False
532842,104172,2025-07-05,29.0,Paid,False
532843,104172,2025-08-05,29.0,Paid,False
532844,104172,2025-09-05,29.0,Paid,False
532845,104172,2025-10-05,29.0,Paid,False
532846,104172,2025-11-05,29.0,Paid,False
532847,104172,2025-12-05,29.0,Paid,False
532848,104173,2025-12-01,27.55,Paid,False
532849,104174,2025-01-05,26.1,Failed,False
532850,104174,2025-02-05,26.1,Failed,False
532851,104174,2025-03-05,26.1,Paid,False
532852,104174,2025-04-05,26.1,Paid,False
532853,104174,2025-05-05,26.1,Paid,False
532854,104174,2025-06-05,26.1,Paid,False
532855,104174,2025-07-05,26.1,Paid,False
532856,104174,2025-08-05,26.1,Paid,False
532857,104174,2025-09-05,26.1,Paid,False
532858,104174,2025-10-05,26.1,Paid,False
532859,104174,2025-11-05,26.1,Paid,False
532860,104174,2025-12-05,26.1,Paid,False
532861,104175,2024-01-01,26.1,Paid,False
532862,104175,2024-02-01,26.1,Paid,False
532863,104175,2024-03-01,26.1,Paid,False
532864,104175,2024-04-01,26.1,Paid,False
532865,104175,2024-05-01,26.1,Paid,False
532866,104175,2024-06-01,26.1,Paid,False
532867,104175,2024-07-01,26.1,Paid,False
532868,104175,2024-08-01,26.1,Paid,False
532869,104175,2024-09-01,26.1,Paid,False
532870,104175,2024-10-01,26.1,Paid,False
532871,104175,2024-11-01,26.1,Paid,False
532872,104175,2024-12-01,26.1,Paid,False
532873,104175,2025-01-01,26.1,Paid,False
532874,104175,2025-02-01,26.1,Paid,False
532875,104175,2025-03-01,26.1,Paid,False
532876,104175,2025-04-01,26.1,Paid,False
532877,104175,2025-05-01,26.1,Paid,False
532878,104175,2025-06-01,26.1,Paid,False
532879,104175,2025-07-01,26.1,Paid,False
532880,104175,2025-08-01,26.1,Failed,False
532881,104175,2025-09-01,26.1,Paid,False
532882,104175,2025-10-01,26.1,Paid,False
532883,104175,2025-11-01,26.1,Paid,False
532884,104175,2025-12-01,26.1,Paid,False
532885,104176,2024-01-01,79.0,Paid,False
532886,104176,2025-01-01,79.0,Paid,False
532887,104177,2024-07-09,75.05,Paid,False
532888,104177,2025-07-09,75.05,Paid,False
532889,104178,2024-04-10,29.0,Paid,False
532890,104178,2024-05-10,29.0,Paid,False
532891,104178,2024-06-10,29.0,Refunded,True
532892,104178,2024-07-10,29.0,Paid,False
532893,104178,2024-08-10,29.0,Paid,False
532894,104178,2024-09-10,29.0,Paid,False
532895,104178,2024-10-10,29.0,Paid,False
532896,104178,2024-11-10,29.0,Paid,False
532897,104178,2024-12-10,29.0,Paid,False
532898,104178,2025-01-10,29.0,Paid,False
532899,104178,2025-02-10,29.0,Paid,False
532900,104178,2025-03-10,29.0,Paid,False
532901,104178,2025-04-10,29.0,Paid,False
532902,104178,2025-05-10,29.0,Paid,False
532903,104178,2025-06-10,29.0,Paid,False
532904,104178,2025-07-10,29.0,Paid,False
532905,104178,2025-08-10,29.0,Paid,False
532906,104178,2025-09-10,29.0,Paid,False
532907,104178,2025-10-10,29.0,Paid,False
532908,104178,2025-11-10,29.0,Paid,False
532909,104178,2025-12-10,29.0,Failed,False
532910,104179,2024-01-01,199.0,Paid,False
532911,104179,2025-01-01,199.0,Paid,False
532912,104180,2025-01-05,29.0,Paid,False
532913,104180,2025-02-05,29.0,Paid,False
532914,104180,2025-03-05,29.0,Paid,False
532915,104180,2025-04-05,29.0,Paid,False
532916,104180,2025-05-05,29.0,Paid,False
532917,104180,2025-06-05,29.0,Paid,False
532918,104180,2025-07-05,29.0,Paid,False
532919,104180,2025-08-05,29.0,Paid,False
532920,104180,2025-09-05,29.0,Paid,False
532921,104180,2025-10-05,29.0,Paid,False
532922,104180,2025-11-05,29.0,Paid,False
532923,104180,2025-12-05,29.0,Paid,False
532924,104181,2025-11-01,29.0,Paid,False
532925,104181,2025-12-01,29.0,Paid,False
532926,104182,2024-01-01,24.65,Paid,False
532927,104182,2024-02-01,24.65,Paid,False
532928,104182,2024-03-01,24.65,Paid,False
532929,104182,2024-04-01,24.65,Paid,False
532930,104182,2024-05-01,24.65,Paid,False
532931,104182,2024-06-01,24.65,Paid,False
532932,104182,2024-07-01,24.65,Paid,False
532933,104182,2024-08-01,24.65,Paid,False
532934,104182,2024-09-01,24.65,Paid,False
532935,104182,2024-10-01,24.65,Paid,False
532936,104182,2024-11-01,24.65,Paid,False
532937,104182,2024-12-01,24.65,Paid,False
532938,104182,2025-01-01,24.65,Paid,False
532939,104182,2025-02-01,24.65,Paid,False
532940,104182,2025-03-01,24.65,Paid,False
532941,104182,2025-04-01,24.65,Paid,False
532942,104182,2025-05-01,24.65,Paid,False
532943,104182,2025-06-01,24.65,Paid,False
532944,104182,2025-07-01,24.65,Paid,False
532945,104182,2025-08-01,24.65,Paid,False
532946,104182,2025-09-01,24.65,Paid,False
532947,104182,2025-10-01,24.65,Paid,False
532948,104182,2025-11-01,24.65,Paid,False
532949,104182,2025-12-01,24.65,Paid,False
532950,104183,2024-01-01,29.0,Paid,False
532951,104183,2024-02-01,29.0,Paid,False
532952,104183,2024-03-01,29.0,Paid,False
532953,104183,2024-04-01,29.0,Paid,False
532954,104183,2024-05-01,29.0,Paid,False
532955,104183,2024-06-01,29.0,Paid,False
532956,104183,2024-07-01,29.0,Paid,False
532957,104183,2024-08-01,29.0,Paid,False
532958,104183,2024-09-01,29.0,Paid,False
532959,104183,2024-10-01,29.0,Paid,False
532960,104183,2024-11-01,29.0,Paid,False
532961,104183,2024-12-01,29.0,Paid,False
532962,104183,2025-01-01,29.0,Paid,False
532963,104183,2025-02-01,29.0,Paid,False
532964,104183,2025-03-01,29.0,Paid,False
532965,104183,2025-04-01,29.0,Paid,False
532966,104183,2025-05-01,29.0,Paid,False
532967,104183,2025-06-01,29.0,Paid,False
532968,104183,2025-07-01,29.0,Paid,False
532969,104183,2025-08-01,29.0,Paid,False
532970,104183,2025-09-01,29.0,Paid,False
532971,104183,2025-10-01,29.0,Paid,False
532972,104183,2025-11-01,29.0,Paid,False
532973,104183,2025-12-01,29.0,Paid,False
532974,104184,2025-12-01,29.0,Paid,False
532975,104185,2025-08-03,27.55,Paid,False
532976,104185,2025-09-03,27.55,Paid,False
532977,104185,2025-10-03,27.55,Paid,False
532978,104185,2025-11-03,27.55,Paid,False
532979,104185,2025-12-03,27.55,Paid,False
532980,104186,2025-12-01,29.0,Paid,False
532981,104187,2024-01-01,199.0,Paid,False
532982,104187,2025-01-01,199.0,Paid,False
532983,104188,2024-01-01,199.0,Paid,False
532984,104188,2025-01-01,199.0,Paid,False
532985,104189,2024-01-01,29.0,Paid,False
532986,104189,2024-02-01,29.0,Paid,False
532987,104189,2024-03-01,29.0,Paid,False
532988,104189,2024-04-01,29.0,Paid,False
532989,104189,2024-05-01,29.0,Paid,False
532990,104189,2024-06-01,29.0,Failed,False
532991,104189,2024-07-01,29.0,Paid,False
532992,104189,2024-08-01,29.0,Paid,False
532993,104189,2024-09-01,29.0,Paid,False
532994,104189,2024-10-01,29.0,Paid,False
532995,104189,2024-11-01,29.0,Paid,False
532996,104189,2024-12-01,29.0,Paid,False
532997,104189,2025-01-01,29.0,Paid,False
532998,104189,2025-02-01,29.0,Paid,False
532999,104189,2025-03-01,29.0,Paid,False
533000,104189,2025-04-01,29.0,Paid,False
533001,104189,2025-05-01,29.0,Paid,False
533002,104189,2025-06-01,29.0,Paid,False
533003,104189,2025-07-01,29.0,Paid,False
533004,104189,2025-08-01,29.0,Paid,False
533005,104189,2025-09-01,29.0,Paid,False
533006,104189,2025-10-01,29.0,Paid,False
533007,104189,2025-11-01,29.0,Paid,False
533008,104189,2025-12-01,29.0,Paid,False
533009,104190,2024-01-01,67.15,Paid,False
533010,104190,2025-01-01,67.15,Paid,False
533011,104191,2025-02-04,29.0,Paid,False
533012,104191,2025-03-04,29.0,Paid,False
533013,104191,2025-04-04,29.0,Paid,False
533014,104191,2025-05-04,29.0,Paid,False
533015,104191,2025-06-04,29.0,Paid,False
533016,104191,2025-07-04,29.0,Paid,False
533017,104191,2025-08-04,29.0,Paid,False
533018,104191,2025-09-04,29.0,Paid,False
533019,104191,2025-10-04,29.0,Paid,False
533020,104191,2025-11-04,29.0,Paid,False
533021,104191,2025-12-04,29.0,Paid,False
533022,104192,2024-01-01,29.0,Paid,False
533023,104192,2024-02-01,29.0,Refunded,True
533024,104192,2024-03-01,29.0,Paid,False
533025,104192,2024-04-01,29.0,Paid,False
533026,104192,2024-05-01,29.0,Paid,False
533027,104192,2024-06-01,29.0,Paid,False
533028,104192,2024-07-01,29.0,Paid,False
533029,104192,2024-08-01,29.0,Paid,False
533030,104192,2024-09-01,29.0,Paid,False
533031,104192,2024-10-01,29.0,Failed,False
533032,104192,2024-11-01,29.0,Paid,False
533033,104192,2024-12-01,29.0,Paid,False
533034,104192,2025-01-01,29.0,Paid,False
533035,104192,2025-02-01,29.0,Paid,False
533036,104192,2025-03-01,29.0,Paid,False
533037,104192,2025-04-01,29.0,Paid,False
533038,104192,2025-05-01,29.0,Paid,False
533039,104192,2025-06-01,29.0,Paid,False
533040,104192,2025-07-01,29.0,Paid,False
533041,104192,2025-08-01,29.0,Paid,False
533042,104192,2025-09-01,29.0,Paid,False
533043,104192,2025-10-01,29.0,Paid,False
533044,104192,2025-11-01,29.0,Paid,False
533045,104192,2025-12-01,29.0,Failed,False
533046,104193,2024-02-10,79.0,Refunded,True
533047,104193,2025-02-10,79.0,Paid,False
533048,104194,2025-03-06,29.0,Refunded,True
533049,104194,2025-04-06,29.0,Paid,False
533050,104194,2025-05-06,29.0,Paid,False
533051,104194,2025-06-06,29.0,Paid,False
533052,104194,2025-07-06,29.0,Paid,False
533053,104194,2025-08-06,29.0,Paid,False
533054,104194,2025-09-06,29.0,Paid,False
533055,104194,2025-10-06,29.0,Paid,False
533056,104194,2025-11-06,29.0,Paid,False
533057,104194,2025-12-06,29.0,Paid,False
533058,104195,2024-01-01,179.1,Paid,False
533059,104195,2025-01-01,179.1,Paid,False
533060,104196,2024-01-01,29.0,Paid,False
533061,104196,2024-02-01,29.0,Paid,False
533062,104196,2024-03-01,29.0,Paid,False
533063,104196,2024-04-01,29.0,Failed,False
533064,104196,2024-05-01,29.0,Paid,False
533065,104196,2024-06-01,29.0,Paid,False
533066,104196,2024-07-01,29.0,Paid,False
533067,104196,2024-08-01,29.0,Paid,False
533068,104196,2024-09-01,29.0,Paid,False
533069,104196,2024-10-01,29.0,Paid,False
533070,104196,2024-11-01,29.0,Paid,False
533071,104196,2024-12-01,29.0,Paid,False
533072,104196,2025-01-01,29.0,Paid,False
533073,104196,2025-02-01,29.0,Paid,False
533074,104196,2025-03-01,29.0,Paid,False
533075,104196,2025-04-01,29.0,Paid,False
533076,104196,2025-05-01,29.0,Paid,False
533077,104196,2025-06-01,29.0,Paid,False
533078,104196,2025-07-01,29.0,Paid,False
533079,104196,2025-08-01,29.0,Paid,False
533080,104196,2025-09-01,29.0,Paid,False
533081,104196,2025-10-01,29.0,Paid,False
533082,104196,2025-11-01,29.0,Paid,False
533083,104196,2025-12-01,29.0,Paid,False
533084,104197,2024-01-01,199.0,Paid,False
533085,104197,2025-01-01,199.0,Paid,False
533086,104198,2024-03-11,29.0,Paid,False
533087,104198,2024-04-11,29.0,Paid,False
533088,104198,2024-05-11,29.0,Paid,False
533089,104198,2024-06-11,29.0,Paid,False
533090,104198,2024-07-11,29.0,Paid,False
533091,104198,2024-08-11,29.0,Paid,False
533092,104198,2024-09-11,29.0,Paid,False
533093,104198,2024-10-11,29.0,Paid,False
533094,104198,2024-11-11,29.0,Paid,False
533095,104198,2024-12-11,29.0,Paid,False
533096,104198,2025-01-11,29.0,Paid,False
533097,104198,2025-02-11,29.0,Paid,False
533098,104198,2025-03-11,29.0,Paid,False
533099,104198,2025-04-11,29.0,Paid,False
533100,104198,2025-05-11,29.0,Paid,False
533101,104198,2025-06-11,29.0,Paid,False
533102,104198,2025-07-11,29.0,Paid,False
533103,104198,2025-08-11,29.0,Paid,False
533104,104198,2025-09-11,29.0,Paid,False
533105,104198,2025-10-11,29.0,Paid,False
533106,104198,2025-11-11,29.0,Paid,False
533107,104198,2025-12-11,29.0,Paid,False
533108,104199,2024-01-01,199.0,Paid,False
533109,104199,2025-01-01,199.0,Paid,False
533110,104200,2024-01-01,75.05,Paid,False
533111,104200,2025-01-01,75.05,Refunded,True
533112,104201,2024-01-01,199.0,Paid,False
533113,104201,2025-01-01,199.0,Paid,False
533114,104202,2024-01-01,199.0,Paid,False
533115,104202,2025-01-01,199.0,Paid,False
533116,104203,2025-03-06,71.1,Paid,False
533117,104204,2025-06-04,79.0,Paid,False
533118,104205,2025-08-03,29.0,Paid,False
533119,104205,2025-09-03,29.0,Paid,False
533120,104205,2025-10-03,29.0,Paid,False
533121,104205,2025-11-03,29.0,Paid,False
533122,104205,2025-12-03,29.0,Paid,False
533123,104206,2024-01-11,199.0,Paid,False
533124,104206,2025-01-11,199.0,Paid,False
533125,104207,2024-01-01,179.1,Paid,False
533126,104207,2025-01-01,179.1,Paid,False
533127,104208,2024-04-10,29.0,Paid,False
533128,104208,2024-05-10,29.0,Failed,False
533129,104208,2024-06-10,29.0,Paid,False
533130,104208,2024-07-10,29.0,Failed,False
533131,104208,2024-08-10,29.0,Paid,False
533132,104208,2024-09-10,29.0,Paid,False
533133,104208,2024-10-10,29.0,Paid,False
533134,104208,2024-11-10,29.0,Paid,False
533135,104208,2024-12-10,29.0,Paid,False
533136,104208,2025-01-10,29.0,Paid,False
533137,104208,2025-02-10,29.0,Paid,False
533138,104208,2025-03-10,29.0,Paid,False
533139,104208,2025-04-10,29.0,Paid,False
533140,104208,2025-05-10,29.0,Paid,False
533141,104208,2025-06-10,29.0,Paid,False
533142,104208,2025-07-10,29.0,Refunded,True
533143,104208,2025-08-10,29.0,Paid,False
533144,104208,2025-09-10,29.0,Paid,False
533145,104208,2025-10-10,29.0,Paid,False
533146,104208,2025-11-10,29.0,Paid,False
533147,104208,2025-12-10,29.0,Paid,False
533148,104209,2024-01-01,79.0,Paid,False
533149,104209,2025-01-01,79.0,Paid,False
533150,104210,2024-01-01,29.0,Paid,False
533151,104210,2024-02-01,29.0,Paid,False
533152,104210,2024-03-01,29.0,Paid,False
533153,104210,2024-04-01,29.0,Paid,False
533154,104210,2024-05-01,29.0,Paid,False
533155,104210,2024-06-01,29.0,Paid,False
533156,104210,2024-07-01,29.0,Paid,False
533157,104210,2024-08-01,29.0,Paid,False
533158,104210,2024-09-01,29.0,Paid,False
533159,104210,2024-10-01,29.0,Paid,False
533160,104210,2024-11-01,29.0,Paid,False
533161,104210,2024-12-01,29.0,Paid,False
533162,104210,2025-01-01,29.0,Paid,False
533163,104210,2025-02-01,29.0,Paid,False
533164,104210,2025-03-01,29.0,Paid,False
533165,104210,2025-04-01,29.0,Paid,False
533166,104210,2025-05-01,29.0,Paid,False
533167,104210,2025-06-01,29.0,Failed,False
533168,104210,2025-07-01,29.0,Paid,False
533169,104210,2025-08-01,29.0,Paid,False
533170,104210,2025-09-01,29.0,Paid,False
533171,104210,2025-10-01,29.0,Paid,False
533172,104210,2025-11-01,29.0,Paid,False
533173,104210,2025-12-01,29.0,Paid,False
533174,104211,2024-01-01,75.05,Paid,False
533175,104211,2025-01-01,75.05,Paid,False
533176,104212,2024-01-11,27.55,Paid,False
533177,104212,2024-02-11,27.55,Paid,False
533178,104212,2024-03-11,27.55,Paid,False
533179,104212,2024-04-11,27.55,Paid,False
533180,104212,2024-05-11,27.55,Paid,False
533181,104212,2024-06-11,27.55,Paid,False
533182,104212,2024-07-11,27.55,Paid,False
533183,104212,2024-08-11,27.55,Failed,False
533184,104212,2024-09-11,27.55,Paid,False
533185,104212,2024-10-11,27.55,Paid,False
533186,104212,2024-11-11,27.55,Paid,False
533187,104212,2024-12-11,27.55,Paid,False
533188,104212,2025-01-11,27.55,Paid,False
533189,104212,2025-02-11,27.55,Paid,False
533190,104212,2025-03-11,27.55,Paid,False
533191,104212,2025-04-11,27.55,Paid,False
533192,104212,2025-05-11,27.55,Paid,False
533193,104212,2025-06-11,27.55,Paid,False
533194,104212,2025-07-11,27.55,Paid,False
533195,104212,2025-08-11,27.55,Paid,False
533196,104212,2025-09-11,27.55,Paid,False
533197,104212,2025-10-11,27.55,Paid,False
533198,104212,2025-11-11,27.55,Paid,False
533199,104212,2025-12-11,27.55,Paid,False
533200,104213,2025-12-01,29.0,Paid,False
533201,104214,2025-07-04,26.1,Paid,False
533202,104214,2025-08-04,26.1,Paid,False
533203,104214,2025-09-04,26.1,Paid,False
533204,104214,2025-10-04,26.1,Paid,False
533205,104214,2025-11-04,26.1,Paid,False
533206,104214,2025-12-04,26.1,Paid,False
533207,104215,2025-09-02,29.0,Paid,False
533208,104215,2025-10-02,29.0,Paid,False
533209,104215,2025-11-02,29.0,Paid,False
533210,104215,2025-12-02,29.0,Paid,False
533211,104216,2024-01-01,199.0,Paid,False
533212,104216,2025-01-01,199.0,Paid,False
533213,104217,2024-01-01,199.0,Paid,False
533214,104217,2025-01-01,199.0,Paid,False
533215,104218,2024-11-06,29.0,Paid,False
533216,104218,2024-12-06,29.0,Paid,False
533217,104218,2025-01-06,29.0,Paid,False
533218,104218,2025-02-06,29.0,Paid,False
533219,104218,2025-03-06,29.0,Paid,False
533220,104218,2025-04-06,29.0,Paid,False
533221,104218,2025-05-06,29.0,Paid,False
533222,104218,2025-06-06,29.0,Paid,False
533223,104218,2025-07-06,29.0,Paid,False
533224,104218,2025-08-06,29.0,Paid,False
533225,104218,2025-09-06,29.0,Paid,False
533226,104218,2025-10-06,29.0,Paid,False
533227,104218,2025-11-06,29.0,Paid,False
533228,104218,2025-12-06,29.0,Paid,False
533229,104219,2025-06-04,29.0,Paid,False
533230,104219,2025-07-04,29.0,Paid,False
533231,104219,2025-08-04,29.0,Paid,False
533232,104219,2025-09-04,29.0,Paid,False
533233,104219,2025-10-04,29.0,Paid,False
533234,104219,2025-11-04,29.0,Paid,False
533235,104219,2025-12-04,29.0,Paid,False
533236,104220,2024-01-01,71.1,Paid,False
533237,104220,2025-01-01,71.1,Paid,False
533238,104221,2024-01-01,79.0,Paid,False
533239,104221,2025-01-01,79.0,Paid,False
533240,104222,2025-12-01,26.1,Paid,False
533241,104223,2024-01-01,79.0,Paid,False
533242,104223,2025-01-01,79.0,Paid,False
533243,104224,2025-10-02,26.1,Paid,False
533244,104224,2025-11-02,26.1,Refunded,True
533245,104224,2025-12-02,26.1,Paid,False
533246,104225,2024-01-01,199.0,Paid,False
533247,104225,2025-01-01,199.0,Paid,False
533248,104226,2025-05-05,29.0,Paid,False
533249,104226,2025-06-05,29.0,Paid,False
533250,104226,2025-07-05,29.0,Paid,False
533251,104226,2025-08-05,29.0,Paid,False
533252,104226,2025-09-05,29.0,Paid,False
533253,104226,2025-10-05,29.0,Paid,False
533254,104226,2025-11-05,29.0,Paid,False
533255,104226,2025-12-05,29.0,Paid,False
533256,104227,2025-10-02,29.0,Paid,False
533257,104227,2025-11-02,29.0,Paid,False
533258,104227,2025-12-02,29.0,Paid,False
533259,104228,2024-01-01,199.0,Paid,False
533260,104228,2025-01-01,199.0,Refunded,True
533261,104229,2025-12-01,26.1,Paid,False
533262,104230,2024-01-01,199.0,Paid,False
533263,104230,2025-01-01,199.0,Paid,False
533264,104231,2025-02-04,29.0,Failed,False
533265,104231,2025-03-04,29.0,Paid,False
533266,104231,2025-04-04,29.0,Paid,False
533267,104231,2025-05-04,29.0,Paid,False
533268,104231,2025-06-04,29.0,Paid,False
533269,104231,2025-07-04,29.0,Paid,False
533270,104231,2025-08-04,29.0,Paid,False
533271,104231,2025-09-04,29.0,Paid,False
533272,104231,2025-10-04,29.0,Paid,False
533273,104231,2025-11-04,29.0,Paid,False
533274,104231,2025-12-04,29.0,Paid,False
533275,104232,2024-01-01,199.0,Paid,False
533276,104232,2025-01-01,199.0,Paid,False
533277,104233,2025-12-01,27.55,Paid,False
533278,104234,2024-01-01,199.0,Paid,False
533279,104234,2025-01-01,199.0,Paid,False
533280,104235,2024-09-07,79.0,Paid,False
533281,104235,2025-09-07,79.0,Paid,False
533282,104236,2024-01-01,71.1,Paid,False
533283,104236,2025-01-01,71.1,Paid,False
533284,104237,2025-12-01,26.1,Paid,False
533285,104238,2025-08-03,27.55,Paid,False
533286,104238,2025-09-03,27.55,Paid,False
533287,104238,2025-10-03,27.55,Paid,False
533288,104238,2025-11-03,27.55,Paid,False
533289,104238,2025-12-03,27.55,Paid,False
533290,104239,2024-01-01,79.0,Paid,False
533291,104239,2025-01-01,79.0,Paid,False
533292,104240,2024-01-01,79.0,Paid,False
533293,104240,2025-01-01,79.0,Paid,False
533294,104241,2025-05-05,27.55,Failed,False
533295,104241,2025-06-05,27.55,Paid,False
533296,104241,2025-07-05,27.55,Paid,False
533297,104241,2025-08-05,27.55,Paid,False
533298,104241,2025-09-05,27.55,Paid,False
533299,104241,2025-10-05,27.55,Paid,False
533300,104241,2025-11-05,27.55,Paid,False
533301,104241,2025-12-05,27.55,Paid,False
533302,104242,2024-03-11,27.55,Paid,False
533303,104242,2024-04-11,27.55,Paid,False
533304,104242,2024-05-11,27.55,Paid,False
533305,104242,2024-06-11,27.55,Paid,False
533306,104242,2024-07-11,27.55,Paid,False
533307,104242,2024-08-11,27.55,Failed,False
533308,104242,2024-09-11,27.55,Paid,False
533309,104242,2024-10-11,27.55,Paid,False
533310,104242,2024-11-11,27.55,Paid,False
533311,104242,2024-12-11,27.55,Paid,False
533312,104242,2025-01-11,27.55,Paid,False
533313,104242,2025-02-11,27.55,Failed,False
533314,104242,2025-03-11,27.55,Paid,False
533315,104242,2025-04-11,27.55,Paid,False
533316,104242,2025-05-11,27.55,Paid,False
533317,104242,2025-06-11,27.55,Paid,False
533318,104242,2025-07-11,27.55,Paid,False
533319,104242,2025-08-11,27.55,Paid,False
533320,104242,2025-09-11,27.55,Paid,False
533321,104242,2025-10-11,27.55,Paid,False
533322,104242,2025-11-11,27.55,Paid,False
533323,104242,2025-12-11,27.55,Paid,False
533324,104243,2025-12-01,26.1,Paid,False
533325,104244,2024-01-01,29.0,Paid,False
533326,104244,2024-02-01,29.0,Paid,False
533327,104244,2024-03-01,29.0,Paid,False
533328,104244,2024-04-01,29.0,Paid,False
533329,104244,2024-05-01,29.0,Paid,False
533330,104244,2024-06-01,29.0,Paid,False
533331,104244,2024-07-01,29.0,Paid,False
533332,104244,2024-08-01,29.0,Paid,False
533333,104244,2024-09-01,29.0,Paid,False
533334,104244,2024-10-01,29.0,Paid,False
533335,104244,2024-11-01,29.0,Failed,False
533336,104244,2024-12-01,29.0,Paid,False
533337,104244,2025-01-01,29.0,Paid,False
533338,104244,2025-02-01,29.0,Paid,False
533339,104244,2025-03-01,29.0,Paid,False
533340,104244,2025-04-01,29.0,Paid,False
533341,104244,2025-05-01,29.0,Paid,False
533342,104244,2025-06-01,29.0,Paid,False
533343,104244,2025-07-01,29.0,Paid,False
533344,104244,2025-08-01,29.0,Paid,False
533345,104244,2025-09-01,29.0,Paid,False
533346,104244,2025-10-01,29.0,Paid,False
533347,104244,2025-11-01,29.0,Paid,False
533348,104244,2025-12-01,29.0,Paid,False
533349,104245,2024-01-01,199.0,Paid,False
533350,104245,2025-01-01,199.0,Paid,False
533351,104246,2024-01-01,189.05,Refunded,True
533352,104246,2025-01-01,189.05,Failed,False
533353,104247,2024-01-01,179.1,Paid,False
533354,104247,2025-01-01,179.1,Paid,False
533355,104248,2024-01-01,199.0,Paid,False
533356,104248,2025-01-01,199.0,Paid,False
533357,104249,2024-01-01,29.0,Paid,False
533358,104249,2024-02-01,29.0,Paid,False
533359,104249,2024-03-01,29.0,Paid,False
533360,104249,2024-04-01,29.0,Paid,False
533361,104249,2024-05-01,29.0,Paid,False
533362,104249,2024-06-01,29.0,Paid,False
533363,104249,2024-07-01,29.0,Failed,False
533364,104249,2024-08-01,29.0,Paid,False
533365,104249,2024-09-01,29.0,Paid,False
533366,104249,2024-10-01,29.0,Paid,False
533367,104249,2024-11-01,29.0,Paid,False
533368,104249,2024-12-01,29.0,Paid,False
533369,104249,2025-01-01,29.0,Paid,False
533370,104249,2025-02-01,29.0,Paid,False
533371,104249,2025-03-01,29.0,Paid,False
533372,104249,2025-04-01,29.0,Paid,False
533373,104249,2025-05-01,29.0,Paid,False
533374,104249,2025-06-01,29.0,Paid,False
533375,104249,2025-07-01,29.0,Paid,False
533376,104249,2025-08-01,29.0,Paid,False
533377,104249,2025-09-01,29.0,Paid,False
533378,104249,2025-10-01,29.0,Paid,False
533379,104249,2025-11-01,29.0,Failed,False
533380,104249,2025-12-01,29.0,Paid,False
533381,104250,2025-03-06,79.0,Paid,False
533382,104251,2024-01-01,75.05,Paid,False
533383,104251,2025-01-01,75.05,Paid,False
533384,104252,2024-01-11,199.0,Paid,False
533385,104252,2025-01-11,199.0,Paid,False
533386,104253,2024-06-09,26.1,Paid,False
533387,104253,2024-07-09,26.1,Paid,False
533388,104253,2024-08-09,26.1,Paid,False
533389,104253,2024-09-09,26.1,Paid,False
533390,104253,2024-10-09,26.1,Paid,False
533391,104253,2024-11-09,26.1,Paid,False
533392,104253,2024-12-09,26.1,Paid,False
533393,104253,2025-01-09,26.1,Paid,False
533394,104253,2025-02-09,26.1,Paid,False
533395,104253,2025-03-09,26.1,Paid,False
533396,104253,2025-04-09,26.1,Paid,False
533397,104253,2025-05-09,26.1,Paid,False
533398,104253,2025-06-09,26.1,Paid,False
533399,104253,2025-07-09,26.1,Paid,False
533400,104253,2025-08-09,26.1,Paid,False
533401,104253,2025-09-09,26.1,Paid,False
533402,104253,2025-10-09,26.1,Paid,False
533403,104253,2025-11-09,26.1,Paid,False
533404,104253,2025-12-09,26.1,Paid,False
533405,104254,2024-03-11,29.0,Paid,False
533406,104254,2024-04-11,29.0,Paid,False
533407,104254,2024-05-11,29.0,Paid,False
533408,104254,2024-06-11,29.0,Paid,False
533409,104254,2024-07-11,29.0,Paid,False
533410,104254,2024-08-11,29.0,Paid,False
533411,104254,2024-09-11,29.0,Paid,False
533412,104254,2024-10-11,29.0,Paid,False
533413,104254,2024-11-11,29.0,Paid,False
533414,104254,2024-12-11,29.0,Paid,False
533415,104254,2025-01-11,29.0,Paid,False
533416,104254,2025-02-11,29.0,Paid,False
533417,104254,2025-03-11,29.0,Paid,False
533418,104254,2025-04-11,29.0,Paid,False
533419,104254,2025-05-11,29.0,Paid,False
533420,104254,2025-06-11,29.0,Failed,False
533421,104254,2025-07-11,29.0,Paid,False
